Date,Economic Center,Fruit,Average Price (LKR/kg),Quantity Exposed (metric tons)
2024-07-07,Embilipitiya,Banana,60.66,17.7
2024-07-07,Embilipitiya,Pineapple,72.55,3.9
2024-07-08,Dambulla,TJC mango,120.45,8.1
2024-07-08,Dambulla,Banana,60.71,20.3
2024-07-08,Dambulla,Pineapple,65.19,5.3
2024-07-08,Pettah,TJC mango,108.5,6.1
2024-07-08,Pettah,Banana,65.34,14.0
2024-07-08,Pettah,Pineapple,72.09,3.4
2024-07-08,Meegoda,TJC mango,125.92,9.6
2024-07-08,Meegoda,Banana,60.69,18.4
2024-07-08,Meegoda,Pineapple,65.01,5.9
2024-07-08,Narahenpita,TJC mango,110.14,4.0
2024-07-08,Narahenpita,Banana,58.16,23.2
2024-07-08,Narahenpita,Pineapple,83.76,5.8
2024-07-08,Embilipitiya,TJC mango,118.95,9.3
2024-07-08,Embilipitiya,Banana,56.53,27.4
2024-07-08,Embilipitiya,Pineapple,86.53,3.6
2024-07-09,Dambulla,TJC mango,105.16,6.5
2024-07-09,Dambulla,Banana,46.19,19.1
2024-07-09,Dambulla,Pineapple,77.17,3.1
2024-07-09,Pettah,TJC mango,100.86,8.5
2024-07-09,Pettah,Banana,58.68,20.3
2024-07-09,Pettah,Pineapple,81.66,4.8
2024-07-09,Meegoda,TJC mango,106.87,10.6
2024-07-09,Meegoda,Banana,59.73,12.9
2024-07-09,Meegoda,Pineapple,80.64,4.7
2024-07-09,Narahenpita,TJC mango,106.68,8.1
2024-07-09,Narahenpita,Banana,67.33,20.2
2024-07-09,Narahenpita,Pineapple,85.03,2.6
2024-07-09,Embilipitiya,TJC mango,97.96,4.0
2024-07-09,Embilipitiya,Banana,58.16,14.9
2024-07-09,Embilipitiya,Pineapple,92.29,4.0
2024-07-10,Dambulla,TJC mango,100.81,7.9
2024-07-10,Dambulla,Banana,,
2024-07-10,Dambulla,Pineapple,76.05,3.9
2024-07-10,Pettah,TJC mango,126.63,8.8
2024-07-10,Pettah,Banana,44.97,11.3
2024-07-10,Pettah,Pineapple,89.02,4.4
2024-07-10,Meegoda,TJC mango,126.38,9.5
2024-07-10,Meegoda,Banana,59.07,15.4
2024-07-10,Meegoda,Pineapple,62.71,5.0
2024-07-10,Narahenpita,TJC mango,133.87,4.6
2024-07-10,Narahenpita,Banana,55.66,25.0
2024-07-10,Narahenpita,Pineapple,74.48,3.3
2024-07-10,Embilipitiya,TJC mango,138.09,10.3
2024-07-10,Embilipitiya,Banana,49.38,19.9
2024-07-10,Embilipitiya,Pineapple,91.94,5.6
2024-07-11,Dambulla,TJC mango,93.99,12.5
2024-07-11,Dambulla,Banana,59.46,20.6
2024-07-11,Dambulla,Pineapple,82.96,5.7
2024-07-11,Pettah,TJC mango,119.32,10.7
2024-07-11,Pettah,Banana,65.64,15.8
2024-07-11,Pettah,Pineapple,77.22,2.2
2024-07-11,Meegoda,TJC mango,124.7,8.1
2024-07-11,Meegoda,Banana,53.29,12.0
2024-07-11,Meegoda,Pineapple,91.58,4.9
2024-07-11,Narahenpita,TJC mango,126.23,7.7
2024-07-11,Narahenpita,Banana,60.24,24.8
2024-07-11,Narahenpita,Pineapple,77.91,3.1
2024-07-11,Embilipitiya,TJC mango,121.63,7.9
2024-07-11,Embilipitiya,Banana,74.36,19.1
2024-07-11,Embilipitiya,Pineapple,79.62,3.3
2024-07-12,Dambulla,TJC mango,123.26,6.3
2024-07-12,Dambulla,Banana,69.05,28.3
2024-07-12,Dambulla,Pineapple,79.93,2.6
2024-07-12,Pettah,TJC mango,129.29,6.2
2024-07-12,Pettah,Banana,41.32,16.3
2024-07-12,Pettah,Pineapple,81.79,4.1
2024-07-12,Meegoda,TJC mango,107.3,6.1
2024-07-12,Meegoda,Banana,61.18,11.8
2024-07-12,Meegoda,Pineapple,75.54,4.7
2024-07-12,Narahenpita,TJC mango,119.8,8.6
2024-07-12,Narahenpita,Banana,55.82,23.5
2024-07-12,Narahenpita,Pineapple,80.66,4.1
2024-07-12,Embilipitiya,TJC mango,103.63,6.7
2024-07-12,Embilipitiya,Banana,80.05,19.8
2024-07-12,Embilipitiya,Pineapple,74.77,4.8
2024-07-13,Dambulla,TJC mango,122.83,12.2
2024-07-13,Dambulla,Banana,56.67,16.5
2024-07-13,Dambulla,Pineapple,76.11,3.0
2024-07-13,Pettah,TJC mango,119.59,7.4
2024-07-13,Pettah,Banana,,
2024-07-13,Pettah,Pineapple,92.6,4.9
2024-07-13,Meegoda,TJC mango,112.79,6.9
2024-07-13,Meegoda,Banana,52.92,6.7
2024-07-13,Meegoda,Pineapple,80.64,4.9
2024-07-13,Narahenpita,TJC mango,102.57,9.0
2024-07-13,Narahenpita,Banana,45.58,26.6
2024-07-13,Narahenpita,Pineapple,76.3,3.4
2024-07-13,Embilipitiya,TJC mango,100.6,7.1
2024-07-13,Embilipitiya,Banana,52.45,13.0
2024-07-13,Embilipitiya,Pineapple,79.65,3.0
2024-07-14,Dambulla,TJC mango,122.56,6.7
2024-07-14,Dambulla,Banana,49.25,17.3
2024-07-14,Dambulla,Pineapple,89.57,4.5
2024-07-14,Pettah,TJC mango,85.29,7.5
2024-07-14,Pettah,Banana,59.65,14.3
2024-07-14,Pettah,Pineapple,66.17,3.5
2024-07-14,Meegoda,TJC mango,140.34,8.1
2024-07-14,Meegoda,Banana,59.72,14.9
2024-07-14,Meegoda,Pineapple,69.31,2.0
2024-07-14,Narahenpita,TJC mango,131.85,12.7
2024-07-14,Narahenpita,Banana,74.48,23.1
2024-07-14,Narahenpita,Pineapple,77.68,4.3
2024-07-14,Embilipitiya,TJC mango,102.82,8.1
2024-07-14,Embilipitiya,Banana,63.66,11.0
2024-07-14,Embilipitiya,Pineapple,63.75,5.1
2024-07-15,Dambulla,TJC mango,92.4,9.2
2024-07-15,Dambulla,Banana,52.77,26.0
2024-07-15,Dambulla,Pineapple,85.92,3.8
2024-07-15,Pettah,TJC mango,122.26,10.4
2024-07-15,Pettah,Banana,51.79,16.3
2024-07-15,Pettah,Pineapple,78.19,5.5
2024-07-15,Meegoda,TJC mango,108.51,8.1
2024-07-15,Meegoda,Banana,62.91,7.5
2024-07-15,Meegoda,Pineapple,97.83,1.7
2024-07-15,Narahenpita,TJC mango,149.47,4.8
2024-07-15,Narahenpita,Banana,65.49,9.6
2024-07-15,Narahenpita,Pineapple,79.9,3.5
2024-07-15,Embilipitiya,TJC mango,101.7,8.9
2024-07-15,Embilipitiya,Banana,72.58,11.2
2024-07-15,Embilipitiya,Pineapple,87.4,6.2
2024-07-16,Dambulla,TJC mango,105.47,9.5
2024-07-16,Dambulla,Banana,59.99,18.4
2024-07-16,Dambulla,Pineapple,84.29,4.4
2024-07-16,Pettah,TJC mango,114.4,3.7
2024-07-16,Pettah,Banana,56.97,24.1
2024-07-16,Pettah,Pineapple,79.43,3.6
2024-07-16,Meegoda,TJC mango,101.8,8.0
2024-07-16,Meegoda,Banana,56.5,17.7
2024-07-16,Meegoda,Pineapple,78.02,4.2
2024-07-16,Narahenpita,TJC mango,108.23,9.6
2024-07-16,Narahenpita,Banana,49.04,15.5
2024-07-16,Narahenpita,Pineapple,91.28,3.6
2024-07-16,Embilipitiya,TJC mango,97.91,5.2
2024-07-16,Embilipitiya,Banana,67.02,21.2
2024-07-16,Embilipitiya,Pineapple,77.35,5.5
2024-07-17,Dambulla,TJC mango,121.87,6.7
2024-07-17,Dambulla,Banana,54.6,21.8
2024-07-17,Dambulla,Pineapple,71.91,3.4
2024-07-17,Pettah,TJC mango,117.66,6.8
2024-07-17,Pettah,Banana,50.35,26.4
2024-07-17,Pettah,Pineapple,71.33,3.0
2024-07-17,Meegoda,TJC mango,120.85,8.4
2024-07-17,Meegoda,Banana,69.42,24.5
2024-07-17,Meegoda,Pineapple,81.1,2.0
2024-07-17,Narahenpita,TJC mango,115.22,8.0
2024-07-17,Narahenpita,Banana,67.31,13.6
2024-07-17,Narahenpita,Pineapple,74.3,4.2
2024-07-17,Embilipitiya,TJC mango,109.66,5.2
2024-07-17,Embilipitiya,Banana,62.13,21.9
2024-07-17,Embilipitiya,Pineapple,82.93,3.4
2024-07-18,Dambulla,TJC mango,114.95,9.1
2024-07-18,Dambulla,Banana,42.61,20.7
2024-07-18,Dambulla,Pineapple,64.42,3.8
2024-07-18,Pettah,TJC mango,112.03,9.4
2024-07-18,Pettah,Banana,45.55,25.7
2024-07-18,Pettah,Pineapple,96.7,4.2
2024-07-18,Meegoda,TJC mango,111.42,5.4
2024-07-18,Meegoda,Banana,62.13,13.1
2024-07-18,Meegoda,Pineapple,79.04,4.1
2024-07-18,Narahenpita,TJC mango,,
2024-07-18,Narahenpita,Banana,63.5,17.0
2024-07-18,Narahenpita,Pineapple,82.96,2.7
2024-07-18,Embilipitiya,TJC mango,128.97,5.5
2024-07-18,Embilipitiya,Banana,61.67,20.7
2024-07-18,Embilipitiya,Pineapple,80.77,2.0
2024-07-19,Dambulla,TJC mango,125.81,9.6
2024-07-19,Dambulla,Banana,60.93,17.1
2024-07-19,Dambulla,Pineapple,83.11,4.3
2024-07-19,Pettah,TJC mango,113.98,6.2
2024-07-19,Pettah,Banana,69.05,16.5
2024-07-19,Pettah,Pineapple,65.38,5.6
2024-07-19,Meegoda,TJC mango,129.0,7.6
2024-07-19,Meegoda,Banana,52.34,20.3
2024-07-19,Meegoda,Pineapple,79.79,3.9
2024-07-19,Narahenpita,TJC mango,85.59,8.4
2024-07-19,Narahenpita,Banana,78.64,21.4
2024-07-19,Narahenpita,Pineapple,75.19,4.2
2024-07-19,Embilipitiya,TJC mango,135.02,6.2
2024-07-19,Embilipitiya,Banana,64.16,21.2
2024-07-19,Embilipitiya,Pineapple,74.49,3.9
2024-07-20,Dambulla,TJC mango,117.14,11.8
2024-07-20,Dambulla,Banana,57.7,7.9
2024-07-20,Dambulla,Pineapple,86.81,3.2
2024-07-20,Pettah,TJC mango,130.46,8.6
2024-07-20,Pettah,Banana,53.65,10.5
2024-07-20,Pettah,Pineapple,95.51,5.8
2024-07-20,Meegoda,TJC mango,118.5,10.7
2024-07-20,Meegoda,Banana,59.8,18.9
2024-07-20,Meegoda,Pineapple,69.32,3.1
2024-07-20,Narahenpita,TJC mango,142.38,8.4
2024-07-20,Narahenpita,Banana,51.89,13.4
2024-07-20,Narahenpita,Pineapple,77.03,4.8
2024-07-20,Embilipitiya,TJC mango,125.0,7.2
2024-07-20,Embilipitiya,Banana,67.06,15.2
2024-07-20,Embilipitiya,Pineapple,65.03,5.6
2024-07-21,Dambulla,TJC mango,127.15,7.0
2024-07-21,Dambulla,Banana,62.18,17.1
2024-07-21,Dambulla,Pineapple,76.82,4.5
2024-07-21,Pettah,TJC mango,135.85,2.7
2024-07-21,Pettah,Banana,60.35,25.9
2024-07-21,Pettah,Pineapple,74.75,5.5
2024-07-21,Meegoda,TJC mango,116.89,6.4
2024-07-21,Meegoda,Banana,57.42,18.7
2024-07-21,Meegoda,Pineapple,82.57,6.2
2024-07-21,Narahenpita,TJC mango,114.13,4.2
2024-07-21,Narahenpita,Banana,65.44,16.3
2024-07-21,Narahenpita,Pineapple,74.21,2.6
2024-07-21,Embilipitiya,TJC mango,127.86,9.4
2024-07-21,Embilipitiya,Banana,,
2024-07-21,Embilipitiya,Pineapple,77.43,5.7
2024-07-22,Dambulla,TJC mango,125.59,8.8
2024-07-22,Dambulla,Banana,61.52,21.0
2024-07-22,Dambulla,Pineapple,88.23,3.6
2024-07-22,Pettah,TJC mango,124.79,6.4
2024-07-22,Pettah,Banana,60.11,20.8
2024-07-22,Pettah,Pineapple,84.6,5.6
2024-07-22,Meegoda,TJC mango,132.92,8.2
2024-07-22,Meegoda,Banana,74.52,16.2
2024-07-22,Meegoda,Pineapple,76.47,2.5
2024-07-22,Narahenpita,TJC mango,118.89,7.0
2024-07-22,Narahenpita,Banana,57.21,19.3
2024-07-22,Narahenpita,Pineapple,79.11,3.1
2024-07-22,Embilipitiya,TJC mango,118.14,7.9
2024-07-22,Embilipitiya,Banana,64.61,26.7
2024-07-22,Embilipitiya,Pineapple,97.26,3.8
2024-07-23,Dambulla,TJC mango,125.67,6.8
2024-07-23,Dambulla,Banana,66.96,16.0
2024-07-23,Dambulla,Pineapple,82.24,5.0
2024-07-23,Pettah,TJC mango,119.36,8.2
2024-07-23,Pettah,Banana,54.03,20.4
2024-07-23,Pettah,Pineapple,62.69,4.6
2024-07-23,Meegoda,TJC mango,128.25,6.6
2024-07-23,Meegoda,Banana,68.22,13.5
2024-07-23,Meegoda,Pineapple,95.65,3.8
2024-07-23,Narahenpita,TJC mango,112.8,8.3
2024-07-23,Narahenpita,Banana,63.84,13.9
2024-07-23,Narahenpita,Pineapple,84.06,3.1
2024-07-23,Embilipitiya,TJC mango,150.09,7.3
2024-07-23,Embilipitiya,Banana,63.37,23.7
2024-07-23,Embilipitiya,Pineapple,74.01,5.0
2024-07-24,Dambulla,TJC mango,154.28,7.1
2024-07-24,Dambulla,Banana,57.83,15.7
2024-07-24,Dambulla,Pineapple,79.42,3.9
2024-07-24,Pettah,TJC mango,129.83,6.2
2024-07-24,Pettah,Banana,52.81,26.1
2024-07-24,Pettah,Pineapple,77.09,3.0
2024-07-24,Meegoda,TJC mango,115.96,6.4
2024-07-24,Meegoda,Banana,71.24,22.7
2024-07-24,Meegoda,Pineapple,67.06,4.7
2024-07-24,Narahenpita,TJC mango,118.37,6.5
2024-07-24,Narahenpita,Banana,53.82,17.2
2024-07-24,Narahenpita,Pineapple,85.61,1.6
2024-07-24,Embilipitiya,TJC mango,97.38,5.7
2024-07-24,Embilipitiya,Banana,57.33,12.9
2024-07-24,Embilipitiya,Pineapple,63.17,5.6
2024-07-25,Dambulla,TJC mango,102.08,7.5
2024-07-25,Dambulla,Banana,64.06,17.3
2024-07-25,Dambulla,Pineapple,76.48,4.4
2024-07-25,Pettah,TJC mango,151.75,1.8
2024-07-25,Pettah,Banana,63.68,24.0
2024-07-25,Pettah,Pineapple,73.93,3.7
2024-07-25,Meegoda,TJC mango,,
2024-07-25,Meegoda,Banana,68.44,28.7
2024-07-25,Meegoda,Pineapple,90.37,4.3
2024-07-25,Narahenpita,TJC mango,134.06,7.7
2024-07-25,Narahenpita,Banana,52.84,14.2
2024-07-25,Narahenpita,Pineapple,73.6,2.8
2024-07-25,Embilipitiya,TJC mango,134.13,5.0
2024-07-25,Embilipitiya,Banana,67.45,19.6
2024-07-25,Embilipitiya,Pineapple,76.47,4.4
2024-07-26,Dambulla,TJC mango,107.1,5.8
2024-07-26,Dambulla,Banana,64.48,15.7
2024-07-26,Dambulla,Pineapple,68.17,4.9
2024-07-26,Pettah,TJC mango,99.44,7.3
2024-07-26,Pettah,Banana,47.81,18.6
2024-07-26,Pettah,Pineapple,63.95,3.6
2024-07-26,Meegoda,TJC mango,108.2,9.8
2024-07-26,Meegoda,Banana,55.24,21.0
2024-07-26,Meegoda,Pineapple,76.77,4.4
2024-07-26,Narahenpita,TJC mango,117.24,10.3
2024-07-26,Narahenpita,Banana,43.16,21.7
2024-07-26,Narahenpita,Pineapple,74.01,3.7
2024-07-26,Embilipitiya,TJC mango,115.12,8.5
2024-07-26,Embilipitiya,Banana,49.69,23.6
2024-07-26,Embilipitiya,Pineapple,78.58,4.1
2024-07-27,Dambulla,TJC mango,143.13,6.1
2024-07-27,Dambulla,Banana,58.48,18.2
2024-07-27,Dambulla,Pineapple,85.73,3.6
2024-07-27,Pettah,TJC mango,132.89,8.2
2024-07-27,Pettah,Banana,66.58,17.7
2024-07-27,Pettah,Pineapple,92.43,3.7
2024-07-27,Meegoda,TJC mango,118.09,9.7
2024-07-27,Meegoda,Banana,74.23,14.3
2024-07-27,Meegoda,Pineapple,86.08,4.9
2024-07-27,Narahenpita,TJC mango,137.62,8.0
2024-07-27,Narahenpita,Banana,56.22,15.1
2024-07-27,Narahenpita,Pineapple,82.09,3.8
2024-07-27,Embilipitiya,TJC mango,113.76,10.0
2024-07-27,Embilipitiya,Banana,55.32,24.4
2024-07-27,Embilipitiya,Pineapple,73.48,3.9
2024-07-28,Dambulla,TJC mango,128.02,11.1
2024-07-28,Dambulla,Banana,50.03,20.6
2024-07-28,Dambulla,Pineapple,82.29,3.9
2024-07-28,Pettah,TJC mango,140.61,7.7
2024-07-28,Pettah,Banana,68.71,23.8
2024-07-28,Pettah,Pineapple,83.72,2.7
2024-07-28,Meegoda,TJC mango,119.53,6.9
2024-07-28,Meegoda,Banana,59.58,14.1
2024-07-28,Meegoda,Pineapple,82.01,5.8
2024-07-28,Narahenpita,TJC mango,107.21,13.5
2024-07-28,Narahenpita,Banana,60.46,16.8
2024-07-28,Narahenpita,Pineapple,67.76,2.9
2024-07-28,Embilipitiya,TJC mango,99.56,7.4
2024-07-28,Embilipitiya,Banana,68.15,21.4
2024-07-28,Embilipitiya,Pineapple,,
2024-07-29,Dambulla,TJC mango,144.94,8.1
2024-07-29,Dambulla,Banana,53.61,17.5
2024-07-29,Dambulla,Pineapple,81.64,4.1
2024-07-29,Pettah,TJC mango,127.13,10.5
2024-07-29,Pettah,Banana,70.13,23.8
2024-07-29,Pettah,Pineapple,74.54,3.3
2024-07-29,Meegoda,TJC mango,115.8,9.4
2024-07-29,Meegoda,Banana,64.37,15.3
2024-07-29,Meegoda,Pineapple,94.96,4.5
2024-07-29,Narahenpita,TJC mango,133.2,7.9
2024-07-29,Narahenpita,Banana,76.16,21.5
2024-07-29,Narahenpita,Pineapple,78.65,3.6
2024-07-29,Embilipitiya,TJC mango,139.13,8.9
2024-07-29,Embilipitiya,Banana,57.29,26.0
2024-07-29,Embilipitiya,Pineapple,80.28,4.3
2024-07-30,Dambulla,TJC mango,130.64,9.0
2024-07-30,Dambulla,Banana,53.48,17.2
2024-07-30,Dambulla,Pineapple,77.44,5.2
2024-07-30,Pettah,TJC mango,122.83,9.5
2024-07-30,Pettah,Banana,64.14,23.5
2024-07-30,Pettah,Pineapple,79.39,2.8
2024-07-30,Meegoda,TJC mango,122.68,6.6
2024-07-30,Meegoda,Banana,52.45,10.2
2024-07-30,Meegoda,Pineapple,86.07,3.9
2024-07-30,Narahenpita,TJC mango,113.35,5.0
2024-07-30,Narahenpita,Banana,60.2,25.4
2024-07-30,Narahenpita,Pineapple,91.22,3.3
2024-07-30,Embilipitiya,TJC mango,107.6,6.8
2024-07-30,Embilipitiya,Banana,52.11,14.3
2024-07-30,Embilipitiya,Pineapple,84.28,2.6
2024-07-31,Dambulla,TJC mango,97.71,9.9
2024-07-31,Dambulla,Banana,70.69,14.3
2024-07-31,Dambulla,Pineapple,77.81,2.6
2024-07-31,Pettah,TJC mango,117.49,7.0
2024-07-31,Pettah,Banana,68.42,14.1
2024-07-31,Pettah,Pineapple,71.22,4.1
2024-07-31,Meegoda,TJC mango,123.76,6.8
2024-07-31,Meegoda,Banana,50.51,18.5
2024-07-31,Meegoda,Pineapple,81.46,3.0
2024-07-31,Narahenpita,TJC mango,134.0,9.8
2024-07-31,Narahenpita,Banana,67.68,15.6
2024-07-31,Narahenpita,Pineapple,89.24,5.7
2024-07-31,Embilipitiya,TJC mango,158.55,9.0
2024-07-31,Embilipitiya,Banana,47.61,30.3
2024-07-31,Embilipitiya,Pineapple,86.79,5.2
2024-08-01,Dambulla,TJC mango,138.44,8.4
2024-08-01,Dambulla,Banana,68.87,22.1
2024-08-01,Dambulla,Pineapple,90.74,4.2
2024-08-01,Pettah,TJC mango,139.36,9.8
2024-08-01,Pettah,Banana,70.75,29.1
2024-08-01,Pettah,Pineapple,76.69,3.7
2024-08-01,Meegoda,TJC mango,133.43,9.2
2024-08-01,Meegoda,Banana,47.22,19.6
2024-08-01,Meegoda,Pineapple,88.42,4.6
2024-08-01,Narahenpita,TJC mango,144.52,8.4
2024-08-01,Narahenpita,Banana,59.3,19.1
2024-08-01,Narahenpita,Pineapple,61.96,3.7
2024-08-01,Embilipitiya,TJC mango,131.03,7.1
2024-08-01,Embilipitiya,Banana,59.22,24.7
2024-08-01,Embilipitiya,Pineapple,67.29,2.9
2024-08-02,Dambulla,TJC mango,110.68,9.0
2024-08-02,Dambulla,Banana,58.2,5.7
2024-08-02,Dambulla,Pineapple,80.22,3.4
2024-08-02,Pettah,TJC mango,115.96,10.7
2024-08-02,Pettah,Banana,51.92,8.5
2024-08-02,Pettah,Pineapple,73.38,4.2
2024-08-02,Meegoda,TJC mango,120.04,8.9
2024-08-02,Meegoda,Banana,67.1,16.8
2024-08-02,Meegoda,Pineapple,76.2,3.9
2024-08-02,Narahenpita,TJC mango,117.38,6.7
2024-08-02,Narahenpita,Banana,59.66,18.1
2024-08-02,Narahenpita,Pineapple,62.58,0.5
2024-08-02,Embilipitiya,TJC mango,139.73,8.2
2024-08-02,Embilipitiya,Banana,52.29,23.6
2024-08-02,Embilipitiya,Pineapple,71.48,3.0
2024-08-03,Dambulla,TJC mango,97.0,2.9
2024-08-03,Dambulla,Banana,53.74,19.1
2024-08-03,Dambulla,Pineapple,68.99,5.0
2024-08-03,Pettah,TJC mango,105.04,7.3
2024-08-03,Pettah,Banana,66.0,20.6
2024-08-03,Pettah,Pineapple,95.58,5.0
2024-08-03,Meegoda,TJC mango,114.46,6.0
2024-08-03,Meegoda,Banana,54.77,17.4
2024-08-03,Meegoda,Pineapple,87.43,3.5
2024-08-03,Narahenpita,TJC mango,128.3,9.2
2024-08-03,Narahenpita,Banana,,
2024-08-03,Narahenpita,Pineapple,81.37,4.4
2024-08-03,Embilipitiya,TJC mango,125.87,7.5
2024-08-03,Embilipitiya,Banana,56.63,20.0
2024-08-03,Embilipitiya,Pineapple,93.6,3.9
2024-08-04,Dambulla,TJC mango,112.87,9.5
2024-08-04,Dambulla,Banana,46.8,20.6
2024-08-04,Dambulla,Pineapple,72.48,6.0
2024-08-04,Pettah,TJC mango,111.38,7.3
2024-08-04,Pettah,Banana,55.43,19.2
2024-08-04,Pettah,Pineapple,104.76,5.2
2024-08-04,Meegoda,TJC mango,122.33,10.6
2024-08-04,Meegoda,Banana,64.88,16.9
2024-08-04,Meegoda,Pineapple,87.35,3.7
2024-08-04,Narahenpita,TJC mango,137.2,2.2
2024-08-04,Narahenpita,Banana,62.51,20.5
2024-08-04,Narahenpita,Pineapple,87.5,4.4
2024-08-04,Embilipitiya,TJC mango,115.52,6.7
2024-08-04,Embilipitiya,Banana,53.93,18.3
2024-08-04,Embilipitiya,Pineapple,95.55,5.0
2024-08-05,Dambulla,TJC mango,88.92,5.0
2024-08-05,Dambulla,Banana,53.5,10.2
2024-08-05,Dambulla,Pineapple,80.73,5.6
2024-08-05,Pettah,TJC mango,102.26,9.5
2024-08-05,Pettah,Banana,60.85,15.4
2024-08-05,Pettah,Pineapple,90.84,3.5
2024-08-05,Meegoda,TJC mango,112.63,8.2
2024-08-05,Meegoda,Banana,43.17,12.4
2024-08-05,Meegoda,Pineapple,72.31,6.1
2024-08-05,Narahenpita,TJC mango,134.89,10.4
2024-08-05,Narahenpita,Banana,47.0,24.8
2024-08-05,Narahenpita,Pineapple,79.94,2.9
2024-08-05,Embilipitiya,TJC mango,99.45,7.5
2024-08-05,Embilipitiya,Banana,71.67,18.0
2024-08-05,Embilipitiya,Pineapple,94.4,2.7
2024-08-06,Dambulla,TJC mango,102.73,10.8
2024-08-06,Dambulla,Banana,59.28,16.4
2024-08-06,Dambulla,Pineapple,78.57,2.4
2024-08-06,Pettah,TJC mango,138.63,3.2
2024-08-06,Pettah,Banana,48.0,10.8
2024-08-06,Pettah,Pineapple,85.9,4.2
2024-08-06,Meegoda,TJC mango,132.76,11.0
2024-08-06,Meegoda,Banana,66.1,26.8
2024-08-06,Meegoda,Pineapple,86.64,3.3
2024-08-06,Narahenpita,TJC mango,141.38,5.7
2024-08-06,Narahenpita,Banana,64.6,22.9
2024-08-06,Narahenpita,Pineapple,95.67,3.8
2024-08-06,Embilipitiya,TJC mango,132.83,9.7
2024-08-06,Embilipitiya,Banana,61.26,17.8
2024-08-06,Embilipitiya,Pineapple,79.49,5.5
2024-08-07,Dambulla,TJC mango,133.88,5.4
2024-08-07,Dambulla,Banana,45.59,17.4
2024-08-07,Dambulla,Pineapple,78.03,4.6
2024-08-07,Pettah,TJC mango,127.9,9.0
2024-08-07,Pettah,Banana,49.61,21.6
2024-08-07,Pettah,Pineapple,61.56,4.6
2024-08-07,Meegoda,TJC mango,121.98,8.4
2024-08-07,Meegoda,Banana,77.53,10.8
2024-08-07,Meegoda,Pineapple,60.31,4.8
2024-08-07,Narahenpita,TJC mango,122.16,8.4
2024-08-07,Narahenpita,Banana,56.29,12.9
2024-08-07,Narahenpita,Pineapple,91.27,4.2
2024-08-07,Embilipitiya,TJC mango,110.94,8.0
2024-08-07,Embilipitiya,Banana,56.86,28.8
2024-08-07,Embilipitiya,Pineapple,77.64,4.9
2024-08-08,Dambulla,TJC mango,139.26,8.8
2024-08-08,Dambulla,Banana,52.58,21.1
2024-08-08,Dambulla,Pineapple,68.26,4.1
2024-08-08,Pettah,TJC mango,137.02,6.7
2024-08-08,Pettah,Banana,63.7,8.9
2024-08-08,Pettah,Pineapple,70.03,5.4
2024-08-08,Meegoda,TJC mango,134.97,4.8
2024-08-08,Meegoda,Banana,65.06,18.5
2024-08-08,Meegoda,Pineapple,82.71,3.1
2024-08-08,Narahenpita,TJC mango,118.58,11.4
2024-08-08,Narahenpita,Banana,67.04,11.7
2024-08-08,Narahenpita,Pineapple,77.5,0.9
2024-08-08,Embilipitiya,TJC mango,119.66,8.9
2024-08-08,Embilipitiya,Banana,63.35,14.6
2024-08-08,Embilipitiya,Pineapple,,
2024-08-09,Dambulla,TJC mango,137.67,7.3
2024-08-09,Dambulla,Banana,51.56,22.7
2024-08-09,Dambulla,Pineapple,72.71,4.5
2024-08-09,Pettah,TJC mango,106.0,5.5
2024-08-09,Pettah,Banana,49.86,16.6
2024-08-09,Pettah,Pineapple,78.25,5.3
2024-08-09,Meegoda,TJC mango,112.78,11.9
2024-08-09,Meegoda,Banana,65.71,14.7
2024-08-09,Meegoda,Pineapple,81.41,4.9
2024-08-09,Narahenpita,TJC mango,135.29,10.8
2024-08-09,Narahenpita,Banana,66.47,19.0
2024-08-09,Narahenpita,Pineapple,85.24,3.4
2024-08-09,Embilipitiya,TJC mango,134.48,5.3
2024-08-09,Embilipitiya,Banana,56.6,21.1
2024-08-09,Embilipitiya,Pineapple,82.37,4.2
2024-08-10,Dambulla,TJC mango,129.12,8.3
2024-08-10,Dambulla,Banana,63.76,15.0
2024-08-10,Dambulla,Pineapple,73.73,3.9
2024-08-10,Pettah,TJC mango,108.35,9.5
2024-08-10,Pettah,Banana,67.64,11.7
2024-08-10,Pettah,Pineapple,71.7,2.2
2024-08-10,Meegoda,TJC mango,119.72,7.3
2024-08-10,Meegoda,Banana,64.31,15.7
2024-08-10,Meegoda,Pineapple,92.11,1.4
2024-08-10,Narahenpita,TJC mango,118.32,8.1
2024-08-10,Narahenpita,Banana,59.6,24.1
2024-08-10,Narahenpita,Pineapple,82.48,4.1
2024-08-10,Embilipitiya,TJC mango,116.78,7.1
2024-08-10,Embilipitiya,Banana,51.14,13.6
2024-08-10,Embilipitiya,Pineapple,88.85,3.3
2024-08-11,Dambulla,TJC mango,143.65,11.5
2024-08-11,Dambulla,Banana,46.6,12.3
2024-08-11,Dambulla,Pineapple,76.92,2.0
2024-08-11,Pettah,TJC mango,113.32,11.5
2024-08-11,Pettah,Banana,65.94,12.6
2024-08-11,Pettah,Pineapple,81.84,4.9
2024-08-11,Meegoda,TJC mango,134.54,5.5
2024-08-11,Meegoda,Banana,66.27,16.7
2024-08-11,Meegoda,Pineapple,74.62,3.7
2024-08-11,Narahenpita,TJC mango,121.72,9.2
2024-08-11,Narahenpita,Banana,65.14,12.5
2024-08-11,Narahenpita,Pineapple,78.26,3.3
