Date,Economic Center,Fruit,Average Price (LKR/kg),Quantity Exposed (metric tons)
7/9/2022,Narahenpita,Banana,68.2,24.3
7/9/2022,Narahenpita,Pineapple,91.31,4.6
7/9/2022,Embilipitiya,TJC mango,132.78,8.5
7/9/2022,Embilipitiya,Banana,66.5,25.1
7/9/2022,Embilipitiya,Pineapple,91.35,4.1
7/10/2022,Dambulla,TJC mango,141.95,7.1
7/10/2022,Dambulla,Banana,79.59,18.7
7/10/2022,Dambulla,Pineapple,72.13,4.5
7/10/2022,Pettah,TJC mango,97.58,8.6
7/10/2022,Pettah,Banana,67.48,21.6
7/10/2022,Pettah,Pineapple,79.2,4.2
7/10/2022,Meegoda,TJC mango,109.52,7.1
7/10/2022,Meegoda,Banana,53.89,12.5
7/10/2022,Meegoda,Pineapple,95.58,4.7
7/10/2022,Narahenpita,TJC mango,113.41,4.9
7/10/2022,Narahenpita,Banana,67.85,23
7/10/2022,Narahenpita,Pineapple,83.6,4.9
7/10/2022,Embilipitiya,TJC mango,106.34,7.3
7/10/2022,Embilipitiya,Banana,67.69,14.6
7/10/2022,Embilipitiya,Pineapple,95.06,2.7
7/11/2022,Dambulla,TJC mango,129.09,8.1
7/11/2022,Dambulla,Banana,60.7,15.3
7/11/2022,Dambulla,Pineapple,58.85,3.7
7/11/2022,Pettah,TJC mango,,
7/11/2022,Pettah,Banana,67.9,11.6
7/11/2022,Pettah,Pineapple,65.71,3.5
7/11/2022,Meegoda,TJC mango,130.58,8.5
7/11/2022,Meegoda,Banana,58.86,25.6
7/11/2022,Meegoda,Pineapple,92.34,5.1
7/11/2022,Narahenpita,TJC mango,120.04,6.9
7/11/2022,Narahenpita,Banana,55.37,25
7/11/2022,Narahenpita,Pineapple,80.43,4.9
7/11/2022,Embilipitiya,TJC mango,119.44,9.3
7/11/2022,Embilipitiya,Banana,62.93,24.7
7/11/2022,Embilipitiya,Pineapple,85.33,3.5
7/12/2022,Dambulla,TJC mango,114.74,9.1
7/12/2022,Dambulla,Banana,71.92,20.2
7/12/2022,Dambulla,Pineapple,75.76,4.4
7/12/2022,Pettah,TJC mango,124.69,8.4
7/12/2022,Pettah,Banana,57.84,19.1
7/12/2022,Pettah,Pineapple,95.19,5.2
7/12/2022,Meegoda,TJC mango,106.37,6.6
7/12/2022,Meegoda,Banana,51.53,15.6
7/12/2022,Meegoda,Pineapple,102.44,4.3
7/12/2022,Narahenpita,TJC mango,124,5
7/12/2022,Narahenpita,Banana,59.95,13.2
7/12/2022,Narahenpita,Pineapple,82.15,4.4
7/12/2022,Embilipitiya,TJC mango,132.23,8.2
7/12/2022,Embilipitiya,Banana,64.98,18.4
7/12/2022,Embilipitiya,Pineapple,70.3,4.3
7/13/2022,Dambulla,TJC mango,106.84,5.7
7/13/2022,Dambulla,Banana,44.09,19.4
7/13/2022,Dambulla,Pineapple,99.91,4
7/13/2022,Pettah,TJC mango,135.39,9.9
7/13/2022,Pettah,Banana,61.37,24.7
7/13/2022,Pettah,Pineapple,95.98,3.8
7/13/2022,Meegoda,TJC mango,114.17,8.4
7/13/2022,Meegoda,Banana,75.35,24.1
7/13/2022,Meegoda,Pineapple,90.69,5.7
7/13/2022,Narahenpita,TJC mango,78.49,11.9
7/13/2022,Narahenpita,Banana,48.42,18.1
7/13/2022,Narahenpita,Pineapple,99.87,3.4
7/13/2022,Embilipitiya,TJC mango,127.2,6.4
7/13/2022,Embilipitiya,Banana,58.44,18.9
7/13/2022,Embilipitiya,Pineapple,80.8,4.6
7/14/2022,Dambulla,TJC mango,140.42,8.8
7/14/2022,Dambulla,Banana,65.46,19.1
7/14/2022,Dambulla,Pineapple,84.88,4.6
7/14/2022,Pettah,TJC mango,118.75,8.1
7/14/2022,Pettah,Banana,66.56,22.6
7/14/2022,Pettah,Pineapple,81.95,4.1
7/14/2022,Meegoda,TJC mango,137.61,6.4
7/14/2022,Meegoda,Banana,76.92,12.4
7/14/2022,Meegoda,Pineapple,88.48,3.9
7/14/2022,Narahenpita,TJC mango,95.01,8.7
7/14/2022,Narahenpita,Banana,49.58,15.6
7/14/2022,Narahenpita,Pineapple,85.13,4.4
7/14/2022,Embilipitiya,TJC mango,128.11,7.1
7/14/2022,Embilipitiya,Banana,66.66,24.4
7/14/2022,Embilipitiya,Pineapple,68.56,4
7/15/2022,Dambulla,TJC mango,138.08,7.4
7/15/2022,Dambulla,Banana,48.74,22.9
7/15/2022,Dambulla,Pineapple,64.63,5.7
7/15/2022,Pettah,TJC mango,142.41,6.9
7/15/2022,Pettah,Banana,47.42,16.1
7/15/2022,Pettah,Pineapple,72.92,4.4
7/15/2022,Meegoda,TJC mango,121.73,8.6
7/15/2022,Meegoda,Banana,60.33,22.3
7/15/2022,Meegoda,Pineapple,87.13,4.4
7/15/2022,Narahenpita,TJC mango,133.05,5.8
7/15/2022,Narahenpita,Banana,46.27,12.2
7/15/2022,Narahenpita,Pineapple,79.23,3.9
7/15/2022,Embilipitiya,TJC mango,114.97,11.2
7/15/2022,Embilipitiya,Banana,56.53,19.5
7/15/2022,Embilipitiya,Pineapple,94.87,4.1
7/16/2022,Dambulla,TJC mango,132.13,11.6
7/16/2022,Dambulla,Banana,62.62,26.7
7/16/2022,Dambulla,Pineapple,77.43,4.8
7/16/2022,Pettah,TJC mango,108.31,9.3
7/16/2022,Pettah,Banana,56.1,18.8
7/16/2022,Pettah,Pineapple,94.68,3.9
7/16/2022,Meegoda,TJC mango,121.47,8.1
7/16/2022,Meegoda,Banana,60.22,19
7/16/2022,Meegoda,Pineapple,97.24,4.6
7/16/2022,Narahenpita,TJC mango,120.18,4.1
7/16/2022,Narahenpita,Banana,62.58,14.9
7/16/2022,Narahenpita,Pineapple,82.54,4.1
7/16/2022,Embilipitiya,TJC mango,127.51,6.5
7/16/2022,Embilipitiya,Banana,50.81,30.4
7/16/2022,Embilipitiya,Pineapple,68.68,5
7/17/2022,Dambulla,TJC mango,123.08,6.5
7/17/2022,Dambulla,Banana,59.62,20
7/17/2022,Dambulla,Pineapple,87.25,2.7
7/17/2022,Pettah,TJC mango,144.58,6.5
7/17/2022,Pettah,Banana,54.65,21
7/17/2022,Pettah,Pineapple,74.37,4.5
7/17/2022,Meegoda,TJC mango,107.7,8.6
7/17/2022,Meegoda,Banana,65.33,19.9
7/17/2022,Meegoda,Pineapple,91.84,4.8
7/17/2022,Narahenpita,TJC mango,110.51,11.4
7/17/2022,Narahenpita,Banana,56.83,16.1
7/17/2022,Narahenpita,Pineapple,107.41,2.4
7/17/2022,Embilipitiya,TJC mango,154.59,4.2
7/17/2022,Embilipitiya,Banana,63.47,15.2
7/17/2022,Embilipitiya,Pineapple,81.46,2.9
7/18/2022,Dambulla,TJC mango,95.69,9.9
7/18/2022,Dambulla,Banana,47.69,18.3
7/18/2022,Dambulla,Pineapple,65.7,3
7/18/2022,Pettah,TJC mango,99.54,7.5
7/18/2022,Pettah,Banana,59.65,20.6
7/18/2022,Pettah,Pineapple,76.48,3.7
7/18/2022,Meegoda,TJC mango,123.59,12.3
7/18/2022,Meegoda,Banana,65.79,13.3
7/18/2022,Meegoda,Pineapple,79.78,3.6
7/18/2022,Narahenpita,TJC mango,133.15,6.1
7/18/2022,Narahenpita,Banana,63.07,21.9
7/18/2022,Narahenpita,Pineapple,102.05,5.3
7/18/2022,Embilipitiya,TJC mango,93.07,5.7
7/18/2022,Embilipitiya,Banana,60.73,23.5
7/18/2022,Embilipitiya,Pineapple,78.35,4.4
7/19/2022,Dambulla,TJC mango,108.57,3.6
7/19/2022,Dambulla,Banana,53.23,14.1
7/19/2022,Dambulla,Pineapple,87.36,4.3
7/19/2022,Pettah,TJC mango,127.68,8
7/19/2022,Pettah,Banana,63.31,17
7/19/2022,Pettah,Pineapple,86.36,3
7/19/2022,Meegoda,TJC mango,122.17,9.5
7/19/2022,Meegoda,Banana,61.64,13.7
7/19/2022,Meegoda,Pineapple,85.41,2.8
7/19/2022,Narahenpita,TJC mango,120.16,10.4
7/19/2022,Narahenpita,Banana,64.58,24.2
7/19/2022,Narahenpita,Pineapple,98.64,5.5
7/19/2022,Embilipitiya,TJC mango,150.03,10.5
7/19/2022,Embilipitiya,Banana,69.06,19.1
7/19/2022,Embilipitiya,Pineapple,76.86,4.8
7/20/2022,Dambulla,TJC mango,84.99,9.3
7/20/2022,Dambulla,Banana,43,11.7
7/20/2022,Dambulla,Pineapple,60.81,4.3
7/20/2022,Pettah,TJC mango,124.16,7.5
7/20/2022,Pettah,Banana,65.36,28.2
7/20/2022,Pettah,Pineapple,83.01,5.2
7/20/2022,Meegoda,TJC mango,117.48,5.4
7/20/2022,Meegoda,Banana,48.12,15.9
7/20/2022,Meegoda,Pineapple,77.12,2.6
7/20/2022,Narahenpita,TJC mango,102.82,7.3
7/20/2022,Narahenpita,Banana,56.25,22.6
7/20/2022,Narahenpita,Pineapple,84.75,4.5
7/20/2022,Embilipitiya,TJC mango,131.12,6.8
7/20/2022,Embilipitiya,Banana,59.89,20.4
7/20/2022,Embilipitiya,Pineapple,79.87,2.7
7/21/2022,Dambulla,TJC mango,100.35,9.4
7/21/2022,Dambulla,Banana,70.65,17.5
7/21/2022,Dambulla,Pineapple,72.71,5.4
7/21/2022,Pettah,TJC mango,112.33,7.4
7/21/2022,Pettah,Banana,50.78,16.1
7/21/2022,Pettah,Pineapple,70.46,3.4
7/21/2022,Meegoda,TJC mango,98.28,8.4
7/21/2022,Meegoda,Banana,60.05,19.4
7/21/2022,Meegoda,Pineapple,74.38,3.4
7/21/2022,Narahenpita,TJC mango,115.51,7.1
7/21/2022,Narahenpita,Banana,56.89,8.4
7/21/2022,Narahenpita,Pineapple,77.22,3.9
7/21/2022,Embilipitiya,TJC mango,101.07,11.1
7/21/2022,Embilipitiya,Banana,53.73,14.8
7/21/2022,Embilipitiya,Pineapple,76.82,2.8
7/22/2022,Dambulla,TJC mango,136.09,6
7/22/2022,Dambulla,Banana,52.94,18.5
7/22/2022,Dambulla,Pineapple,103.89,4.1
7/22/2022,Pettah,TJC mango,,
7/22/2022,Pettah,Banana,72.81,24.4
7/22/2022,Pettah,Pineapple,70.29,5.5
7/22/2022,Meegoda,TJC mango,92.05,13.7
7/22/2022,Meegoda,Banana,59.95,22.8
7/22/2022,Meegoda,Pineapple,,
7/22/2022,Narahenpita,TJC mango,125.63,6.4
7/22/2022,Narahenpita,Banana,50.14,22.1
7/22/2022,Narahenpita,Pineapple,72.85,2.7
7/22/2022,Embilipitiya,TJC mango,74.21,7.6
7/22/2022,Embilipitiya,Banana,57.02,11.5
7/22/2022,Embilipitiya,Pineapple,85.16,3.8
7/23/2022,Dambulla,TJC mango,122.32,9
7/23/2022,Dambulla,Banana,63.12,12.3
7/23/2022,Dambulla,Pineapple,58.17,2.5
7/23/2022,Pettah,TJC mango,138.39,11
7/23/2022,Pettah,Banana,55.87,10
7/23/2022,Pettah,Pineapple,90.22,3
7/23/2022,Meegoda,TJC mango,134.93,4.2
7/23/2022,Meegoda,Banana,67.3,15.8
7/23/2022,Meegoda,Pineapple,90.23,4.9
7/23/2022,Narahenpita,TJC mango,133.58,7.8
7/23/2022,Narahenpita,Banana,55.24,17.8
7/23/2022,Narahenpita,Pineapple,79.33,2.7
7/23/2022,Embilipitiya,TJC mango,132.83,7.9
7/23/2022,Embilipitiya,Banana,53.49,31.4
7/23/2022,Embilipitiya,Pineapple,,
7/24/2022,Dambulla,TJC mango,107.04,8.1
7/24/2022,Dambulla,Banana,71.02,15.2
7/24/2022,Dambulla,Pineapple,69.12,4.3
7/24/2022,Pettah,TJC mango,142.35,8.1
7/24/2022,Pettah,Banana,54.26,12.6
7/24/2022,Pettah,Pineapple,66.85,3.1
7/24/2022,Meegoda,TJC mango,136.98,6.8
7/24/2022,Meegoda,Banana,54.17,19.8
7/24/2022,Meegoda,Pineapple,,
7/24/2022,Narahenpita,TJC mango,127.5,4.8
7/24/2022,Narahenpita,Banana,54.11,10
7/24/2022,Narahenpita,Pineapple,72.31,3
7/24/2022,Embilipitiya,TJC mango,107.55,7.9
7/24/2022,Embilipitiya,Banana,58.89,14.7
7/24/2022,Embilipitiya,Pineapple,86.81,3.6
7/25/2022,Dambulla,TJC mango,122.81,5.2
7/25/2022,Dambulla,Banana,59.65,13.3
7/25/2022,Dambulla,Pineapple,77.13,4
7/25/2022,Pettah,TJC mango,122.53,5.7
7/25/2022,Pettah,Banana,56.38,20
7/25/2022,Pettah,Pineapple,86.37,4.7
7/25/2022,Meegoda,TJC mango,109.55,5
7/25/2022,Meegoda,Banana,55.53,21.4
7/25/2022,Meegoda,Pineapple,89.73,4.7
7/25/2022,Narahenpita,TJC mango,113.76,5.5
7/25/2022,Narahenpita,Banana,42.92,16.5
7/25/2022,Narahenpita,Pineapple,90.26,1.7
7/25/2022,Embilipitiya,TJC mango,109.77,8.4
7/25/2022,Embilipitiya,Banana,68.69,18.4
7/25/2022,Embilipitiya,Pineapple,70.84,4.3
7/26/2022,Dambulla,TJC mango,141.23,8.7
7/26/2022,Dambulla,Banana,54.54,18.3
7/26/2022,Dambulla,Pineapple,95.11,3.5
7/26/2022,Pettah,TJC mango,120.16,9.2
7/26/2022,Pettah,Banana,58.21,13.5
7/26/2022,Pettah,Pineapple,80.69,3.6
7/26/2022,Meegoda,TJC mango,,
7/26/2022,Meegoda,Banana,55.49,20
7/26/2022,Meegoda,Pineapple,64.17,3.4
7/26/2022,Narahenpita,TJC mango,119.06,7.7
7/26/2022,Narahenpita,Banana,66.92,14.8
7/26/2022,Narahenpita,Pineapple,96.48,3
7/26/2022,Embilipitiya,TJC mango,139.81,9.2
7/26/2022,Embilipitiya,Banana,49.32,26.2
7/26/2022,Embilipitiya,Pineapple,65.55,3.9
7/27/2022,Dambulla,TJC mango,104.79,8.6
7/27/2022,Dambulla,Banana,62.22,13.9
7/27/2022,Dambulla,Pineapple,81.44,5.5
7/27/2022,Pettah,TJC mango,140.87,8.7
7/27/2022,Pettah,Banana,47.96,20.1
7/27/2022,Pettah,Pineapple,75.54,2.3
7/27/2022,Meegoda,TJC mango,125.54,5.9
7/27/2022,Meegoda,Banana,63.26,15.8
7/27/2022,Meegoda,Pineapple,93.32,4.6
7/27/2022,Narahenpita,TJC mango,120.15,5.2
7/27/2022,Narahenpita,Banana,65.32,23.5
7/27/2022,Narahenpita,Pineapple,84.35,4.6
7/27/2022,Embilipitiya,TJC mango,125.98,10.8
7/27/2022,Embilipitiya,Banana,64.7,11.9
7/27/2022,Embilipitiya,Pineapple,91.2,4.1
7/28/2022,Dambulla,TJC mango,126.83,9
7/28/2022,Dambulla,Banana,48.66,17
7/28/2022,Dambulla,Pineapple,75.3,2.9
7/28/2022,Pettah,TJC mango,135.95,7.4
7/28/2022,Pettah,Banana,78.92,17.7
7/28/2022,Pettah,Pineapple,65.55,4.4
7/28/2022,Meegoda,TJC mango,78.71,5.6
7/28/2022,Meegoda,Banana,56.72,22.6
7/28/2022,Meegoda,Pineapple,73.6,5.4
7/28/2022,Narahenpita,TJC mango,126.87,7.1
7/28/2022,Narahenpita,Banana,60.37,21
7/28/2022,Narahenpita,Pineapple,89.98,4.8
7/28/2022,Embilipitiya,TJC mango,131.44,9.9
7/28/2022,Embilipitiya,Banana,63.78,23.3
7/28/2022,Embilipitiya,Pineapple,,
7/29/2022,Dambulla,TJC mango,99.42,10.6
7/29/2022,Dambulla,Banana,62.65,22.7
7/29/2022,Dambulla,Pineapple,84.35,1.6
7/29/2022,Pettah,TJC mango,129.79,10.6
7/29/2022,Pettah,Banana,67.13,24.6
7/29/2022,Pettah,Pineapple,84.42,4.1
7/29/2022,Meegoda,TJC mango,125.37,8.2
7/29/2022,Meegoda,Banana,81.52,18.7
7/29/2022,Meegoda,Pineapple,84.11,2.5
7/29/2022,Narahenpita,TJC mango,132.23,4.9
7/29/2022,Narahenpita,Banana,60.24,9.7
7/29/2022,Narahenpita,Pineapple,65.77,4
7/29/2022,Embilipitiya,TJC mango,133.31,7.9
7/29/2022,Embilipitiya,Banana,58.48,24.6
7/29/2022,Embilipitiya,Pineapple,90.48,3.8
7/30/2022,Dambulla,TJC mango,116.84,7.5
7/30/2022,Dambulla,Banana,54.18,17.7
7/30/2022,Dambulla,Pineapple,81.76,3.9
7/30/2022,Pettah,TJC mango,100.74,7.3
7/30/2022,Pettah,Banana,52.25,12.4
7/30/2022,Pettah,Pineapple,87.59,3.2
7/30/2022,Meegoda,TJC mango,105.43,10.3
7/30/2022,Meegoda,Banana,56.12,16.6
7/30/2022,Meegoda,Pineapple,91.02,4.1
7/30/2022,Narahenpita,TJC mango,104.62,7.9
7/30/2022,Narahenpita,Banana,53.64,24.3
7/30/2022,Narahenpita,Pineapple,74,2.8
7/30/2022,Embilipitiya,TJC mango,129.77,4.2
7/30/2022,Embilipitiya,Banana,68.25,18.4
7/30/2022,Embilipitiya,Pineapple,68.95,3.6
7/31/2022,Dambulla,TJC mango,144.05,9.1
7/31/2022,Dambulla,Banana,68.47,15.5
7/31/2022,Dambulla,Pineapple,79.09,4.3
7/31/2022,Pettah,TJC mango,131.55,9.1
7/31/2022,Pettah,Banana,61.73,20.6
7/31/2022,Pettah,Pineapple,65.62,2.8
7/31/2022,Meegoda,TJC mango,131.2,4.8
7/31/2022,Meegoda,Banana,68.97,12.9
7/31/2022,Meegoda,Pineapple,76.08,2.8
7/31/2022,Narahenpita,TJC mango,117.46,12.9
7/31/2022,Narahenpita,Banana,63.9,27.6
7/31/2022,Narahenpita,Pineapple,73.95,4.3
7/31/2022,Embilipitiya,TJC mango,108.4,12
7/31/2022,Embilipitiya,Banana,58.2,15.1
7/31/2022,Embilipitiya,Pineapple,87.31,3.1
8/1/2022,Dambulla,TJC mango,95.42,8.4
8/1/2022,Dambulla,Banana,63.82,5.4
8/1/2022,Dambulla,Pineapple,70.03,3.7
8/1/2022,Pettah,TJC mango,127.38,9.1
8/1/2022,Pettah,Banana,56.12,17.2
8/1/2022,Pettah,Pineapple,63.34,3.9
8/1/2022,Meegoda,TJC mango,132.56,3.3
8/1/2022,Meegoda,Banana,63.78,18.1
8/1/2022,Meegoda,Pineapple,58.64,2.7
8/1/2022,Narahenpita,TJC mango,125.17,8.5
8/1/2022,Narahenpita,Banana,58.33,19.3
8/1/2022,Narahenpita,Pineapple,73.91,5.1
8/1/2022,Embilipitiya,TJC mango,128.47,7.9
8/1/2022,Embilipitiya,Banana,70.6,18
8/1/2022,Embilipitiya,Pineapple,69.56,2.9
8/2/2022,Dambulla,TJC mango,154.19,11.2
8/2/2022,Dambulla,Banana,58.87,8.7
8/2/2022,Dambulla,Pineapple,80.95,4.6
8/2/2022,Pettah,TJC mango,128.23,7.5
8/2/2022,Pettah,Banana,56.83,15.4
8/2/2022,Pettah,Pineapple,73.91,2.1
8/2/2022,Meegoda,TJC mango,102.99,9.3
8/2/2022,Meegoda,Banana,49.16,23.7
8/2/2022,Meegoda,Pineapple,81.38,4.9
8/2/2022,Narahenpita,TJC mango,122.5,5.3
8/2/2022,Narahenpita,Banana,51.65,20.5
8/2/2022,Narahenpita,Pineapple,86.08,5.2
8/2/2022,Embilipitiya,TJC mango,138.6,7.7
8/2/2022,Embilipitiya,Banana,57.38,18.7
8/2/2022,Embilipitiya,Pineapple,64.27,4.8
8/3/2022,Dambulla,TJC mango,112.36,9.6
8/3/2022,Dambulla,Banana,49.27,12.7
8/3/2022,Dambulla,Pineapple,98.88,3.8
8/3/2022,Pettah,TJC mango,110.31,8.2
8/3/2022,Pettah,Banana,58.04,7.8
8/3/2022,Pettah,Pineapple,58.16,3.4
8/3/2022,Meegoda,TJC mango,114.06,7.6
8/3/2022,Meegoda,Banana,65.18,13.9
8/3/2022,Meegoda,Pineapple,93.21,6.2
8/3/2022,Narahenpita,TJC mango,107.91,7.7
8/3/2022,Narahenpita,Banana,56.21,-0.3
8/3/2022,Narahenpita,Pineapple,70.87,5.1
8/3/2022,Embilipitiya,TJC mango,107.75,8.7
8/3/2022,Embilipitiya,Banana,47.45,19.4
8/3/2022,Embilipitiya,Pineapple,62.95,4.1
8/4/2022,Dambulla,TJC mango,118.3,8.7
8/4/2022,Dambulla,Banana,40.15,16.1
8/4/2022,Dambulla,Pineapple,84.72,3.1
8/4/2022,Pettah,TJC mango,114.51,3.4
8/4/2022,Pettah,Banana,56.44,16.4
8/4/2022,Pettah,Pineapple,85.29,5.2
8/4/2022,Meegoda,TJC mango,149.02,8.4
8/4/2022,Meegoda,Banana,54.99,21.8
8/4/2022,Meegoda,Pineapple,80.42,4.2
8/4/2022,Narahenpita,TJC mango,104.69,8.1
8/4/2022,Narahenpita,Banana,57.05,23.9
8/4/2022,Narahenpita,Pineapple,76.65,2.6
8/4/2022,Embilipitiya,TJC mango,106.15,9.1
8/4/2022,Embilipitiya,Banana,59.72,22.6
8/4/2022,Embilipitiya,Pineapple,72.42,3.9
8/5/2022,Dambulla,TJC mango,115.76,9.9
8/5/2022,Dambulla,Banana,55.71,19.7
8/5/2022,Dambulla,Pineapple,50.14,3.6
8/5/2022,Pettah,TJC mango,108.7,10
8/5/2022,Pettah,Banana,57.34,24.6
8/5/2022,Pettah,Pineapple,66.93,5.4
8/5/2022,Meegoda,TJC mango,141.2,6.6
8/5/2022,Meegoda,Banana,61.4,9
8/5/2022,Meegoda,Pineapple,85.85,2.5
8/5/2022,Narahenpita,TJC mango,133.01,7.4
8/5/2022,Narahenpita,Banana,73.69,24.6
8/5/2022,Narahenpita,Pineapple,78.58,4.9
8/5/2022,Embilipitiya,TJC mango,140.22,10.6
8/5/2022,Embilipitiya,Banana,65.14,19
8/5/2022,Embilipitiya,Pineapple,79.35,4.3
8/6/2022,Dambulla,TJC mango,137.05,9.3
8/6/2022,Dambulla,Banana,58.65,11.5
8/6/2022,Dambulla,Pineapple,94.04,2.2
8/6/2022,Pettah,TJC mango,144.66,7.7
8/6/2022,Pettah,Banana,,
8/6/2022,Pettah,Pineapple,78.82,2.3
8/6/2022,Meegoda,TJC mango,111.02,5.3
8/6/2022,Meegoda,Banana,56.9,20.5
8/6/2022,Meegoda,Pineapple,76.65,4.2
8/6/2022,Narahenpita,TJC mango,123.15,5.5
8/6/2022,Narahenpita,Banana,39.09,25.1
8/6/2022,Narahenpita,Pineapple,,
8/6/2022,Embilipitiya,TJC mango,106.29,8.9
8/6/2022,Embilipitiya,Banana,46.75,23.7
8/6/2022,Embilipitiya,Pineapple,74.93,5
8/7/2022,Dambulla,TJC mango,135.98,9.3
8/7/2022,Dambulla,Banana,74.43,18
8/7/2022,Dambulla,Pineapple,87.35,4
8/7/2022,Pettah,TJC mango,119.85,8.4
8/7/2022,Pettah,Banana,64.96,17.7
8/7/2022,Pettah,Pineapple,78.38,3.7
8/7/2022,Meegoda,TJC mango,108.97,12.5
8/7/2022,Meegoda,Banana,62.36,14.4
8/7/2022,Meegoda,Pineapple,88.21,4.3
8/7/2022,Narahenpita,TJC mango,120.42,8.5
8/7/2022,Narahenpita,Banana,40.72,20
8/7/2022,Narahenpita,Pineapple,76.06,2.6
8/7/2022,Embilipitiya,TJC mango,122.64,9.6
8/7/2022,Embilipitiya,Banana,64.39,20.4
8/7/2022,Embilipitiya,Pineapple,87.17,3
8/8/2022,Dambulla,TJC mango,129.08,5.5
8/8/2022,Dambulla,Banana,52.86,26.9
8/8/2022,Dambulla,Pineapple,96.2,3.7
8/8/2022,Pettah,TJC mango,114.96,6.3
8/8/2022,Pettah,Banana,64.78,18.1
8/8/2022,Pettah,Pineapple,89.29,4.9
8/8/2022,Meegoda,TJC mango,121.26,9
8/8/2022,Meegoda,Banana,71.57,14.8
8/8/2022,Meegoda,Pineapple,70.53,4
8/8/2022,Narahenpita,TJC mango,123.28,11
8/8/2022,Narahenpita,Banana,62.82,16.9
8/8/2022,Narahenpita,Pineapple,76.29,4.4
8/8/2022,Embilipitiya,TJC mango,114.55,6.6
8/8/2022,Embilipitiya,Banana,64.11,20.1
8/8/2022,Embilipitiya,Pineapple,79.51,4.9
8/9/2022,Dambulla,TJC mango,133.5,7.1
8/9/2022,Dambulla,Banana,68.27,20.5
8/9/2022,Dambulla,Pineapple,81.97,5.6
8/9/2022,Pettah,TJC mango,137.7,7.8
8/9/2022,Pettah,Banana,66.43,17.7
8/9/2022,Pettah,Pineapple,80.98,3.4
8/9/2022,Meegoda,TJC mango,119.48,6
8/9/2022,Meegoda,Banana,48.02,16.1
8/9/2022,Meegoda,Pineapple,81.32,2.8
8/9/2022,Narahenpita,TJC mango,127.15,7.1
8/9/2022,Narahenpita,Banana,50.54,23
8/9/2022,Narahenpita,Pineapple,77.47,5.3
8/9/2022,Embilipitiya,TJC mango,144,12.4
8/9/2022,Embilipitiya,Banana,56.12,16
8/9/2022,Embilipitiya,Pineapple,67.13,2.7
8/10/2022,Dambulla,TJC mango,109.3,10
8/10/2022,Dambulla,Banana,57.37,21.9
8/10/2022,Dambulla,Pineapple,86.19,3
8/10/2022,Pettah,TJC mango,111.61,10.4
8/10/2022,Pettah,Banana,57.48,7.5
8/10/2022,Pettah,Pineapple,80.45,3.1
8/10/2022,Meegoda,TJC mango,116.12,6.1
8/10/2022,Meegoda,Banana,,
8/10/2022,Meegoda,Pineapple,81.57,3.3
8/10/2022,Narahenpita,TJC mango,116.45,9.8
8/10/2022,Narahenpita,Banana,68.13,19.5
8/10/2022,Narahenpita,Pineapple,75.22,4.5
8/10/2022,Embilipitiya,TJC mango,139.52,7.6
8/10/2022,Embilipitiya,Banana,61.33,18.9
8/10/2022,Embilipitiya,Pineapple,88.82,2.9
8/11/2022,Dambulla,TJC mango,104.39,7.8
8/11/2022,Dambulla,Banana,60.88,25.5
8/11/2022,Dambulla,Pineapple,75.92,4.3
8/11/2022,Pettah,TJC mango,135.28,11.7
8/11/2022,Pettah,Banana,69.36,20.4
8/11/2022,Pettah,Pineapple,77.44,4.4
8/11/2022,Meegoda,TJC mango,97.47,9.2
8/11/2022,Meegoda,Banana,62.98,18.6
8/11/2022,Meegoda,Pineapple,69.13,4.7
8/11/2022,Narahenpita,TJC mango,127.03,8.2
8/11/2022,Narahenpita,Banana,68.45,8.1
8/11/2022,Narahenpita,Pineapple,88.54,2.4
8/11/2022,Embilipitiya,TJC mango,117.77,6
8/11/2022,Embilipitiya,Banana,57.81,15.4
8/11/2022,Embilipitiya,Pineapple,104.86,3.8
8/12/2022,Dambulla,TJC mango,117.32,6.9
8/12/2022,Dambulla,Banana,50.07,29.2
8/12/2022,Dambulla,Pineapple,88.21,3.3
8/12/2022,Pettah,TJC mango,158.65,10.8
8/12/2022,Pettah,Banana,60.54,25.4
8/12/2022,Pettah,Pineapple,72.59,3.8
8/12/2022,Meegoda,TJC mango,101.93,10.7
8/12/2022,Meegoda,Banana,68.64,17.6
8/12/2022,Meegoda,Pineapple,85.51,4.4
8/12/2022,Narahenpita,TJC mango,121.55,4.2
8/12/2022,Narahenpita,Banana,60.22,13.4
8/12/2022,Narahenpita,Pineapple,74.56,6.3
8/12/2022,Embilipitiya,TJC mango,120.28,7.7
8/12/2022,Embilipitiya,Banana,69.08,23.4
8/12/2022,Embilipitiya,Pineapple,80.74,3.1
8/13/2022,Dambulla,TJC mango,,
8/13/2022,Dambulla,Banana,81,15.1
8/13/2022,Dambulla,Pineapple,,
8/13/2022,Pettah,TJC mango,105.49,6.2
8/13/2022,Pettah,Banana,59.05,15.5
8/13/2022,Pettah,Pineapple,71.31,2.2
8/13/2022,Meegoda,TJC mango,151.61,7.5
8/13/2022,Meegoda,Banana,66.85,21.7
8/13/2022,Meegoda,Pineapple,56.79,2.4
8/13/2022,Narahenpita,TJC mango,132.1,9.2
8/13/2022,Narahenpita,Banana,66.57,20.6
8/13/2022,Narahenpita,Pineapple,79.21,3.7
8/13/2022,Embilipitiya,TJC mango,142.74,11.3
