Date,Economic Center,Fruit,Average Price (LKR/kg),Quantity Exposed (metric tons)
2023-06-22,Pettah,TJC mango,152.33,9.2
2023-06-22,Pettah,Banana,67.55,25.8
2023-06-22,Pettah,Pineapple,70.92,3.6
2023-06-22,Meegoda,TJC mango,93.21,7.9
2023-06-22,Meegoda,Banana,67.72,12.4
2023-06-22,Meegoda,Pineapple,74.13,5.3
2023-06-22,Narahenpita,TJC mango,147.69,8.3
2023-06-22,Narahenpita,Banana,56.04,14.7
2023-06-22,Narahenpita,Pineapple,104.54,2.1
2023-06-22,Embilipitiya,TJC mango,120.27,8.0
2023-06-22,Embilipitiya,Banana,60.82,19.9
2023-06-22,Embilipitiya,Pineapple,92.91,3.9
2023-06-23,Dambulla,TJC mango,127.51,5.6
2023-06-23,Dambulla,Banana,60.19,20.0
2023-06-23,Dambulla,Pineapple,67.08,2.9
2023-06-23,Pettah,TJC mango,130.68,6.6
2023-06-23,Pettah,Banana,55.58,14.8
2023-06-23,Pettah,Pineapple,63.25,5.3
2023-06-23,Meegoda,TJC mango,135.11,10.3
2023-06-23,Meegoda,Banana,58.08,20.8
2023-06-23,Meegoda,Pineapple,69.08,4.6
2023-06-23,Narahenpita,TJC mango,143.27,3.5
2023-06-23,Narahenpita,Banana,55.42,15.6
2023-06-23,Narahenpita,Pineapple,88.41,3.3
2023-06-23,Embilipitiya,TJC mango,131.01,8.8
2023-06-23,Embilipitiya,Banana,65.8,16.3
2023-06-23,Embilipitiya,Pineapple,94.92,3.3
2023-06-24,Dambulla,TJC mango,128.86,7.7
2023-06-24,Dambulla,Banana,55.98,22.2
2023-06-24,Dambulla,Pineapple,84.61,4.1
2023-06-24,Pettah,TJC mango,110.5,8.2
2023-06-24,Pettah,Banana,48.48,16.5
2023-06-24,Pettah,Pineapple,79.38,3.6
2023-06-24,Meegoda,TJC mango,94.82,8.0
2023-06-24,Meegoda,Banana,74.25,17.6
2023-06-24,Meegoda,Pineapple,72.98,3.5
2023-06-24,Narahenpita,TJC mango,128.61,11.8
2023-06-24,Narahenpita,Banana,50.76,17.8
2023-06-24,Narahenpita,Pineapple,75.14,2.3
2023-06-24,Embilipitiya,TJC mango,115.5,9.4
2023-06-24,Embilipitiya,Banana,63.39,20.2
2023-06-24,Embilipitiya,Pineapple,87.96,3.2
2023-06-25,Dambulla,TJC mango,121.3,8.3
2023-06-25,Dambulla,Banana,54.21,14.4
2023-06-25,Dambulla,Pineapple,95.48,2.3
2023-06-25,Pettah,TJC mango,118.13,6.9
2023-06-25,Pettah,Banana,70.17,20.5
2023-06-25,Pettah,Pineapple,77.61,5.6
2023-06-25,Meegoda,TJC mango,96.63,8.6
2023-06-25,Meegoda,Banana,71.46,15.8
2023-06-25,Meegoda,Pineapple,86.03,4.0
2023-06-25,Narahenpita,TJC mango,124.28,10.5
2023-06-25,Narahenpita,Banana,58.54,28.1
2023-06-25,Narahenpita,Pineapple,90.61,3.4
2023-06-25,Embilipitiya,TJC mango,111.74,7.9
2023-06-25,Embilipitiya,Banana,67.88,32.3
2023-06-25,Embilipitiya,Pineapple,104.11,4.1
2023-06-26,Dambulla,TJC mango,122.93,5.2
2023-06-26,Dambulla,Banana,56.05,15.7
2023-06-26,Dambulla,Pineapple,98.5,5.1
2023-06-26,Pettah,TJC mango,105.51,8.1
2023-06-26,Pettah,Banana,54.07,15.2
2023-06-26,Pettah,Pineapple,84.15,6.0
2023-06-26,Meegoda,TJC mango,125.0,10.6
2023-06-26,Meegoda,Banana,62.68,18.9
2023-06-26,Meegoda,Pineapple,72.81,4.5
2023-06-26,Narahenpita,TJC mango,110.46,11.0
2023-06-26,Narahenpita,Banana,67.21,16.7
2023-06-26,Narahenpita,Pineapple,71.08,5.1
2023-06-26,Embilipitiya,TJC mango,84.96,4.8
2023-06-26,Embilipitiya,Banana,47.14,17.3
2023-06-26,Embilipitiya,Pineapple,74.51,5.2
2023-06-27,Dambulla,TJC mango,127.5,8.1
2023-06-27,Dambulla,Banana,42.66,22.7
2023-06-27,Dambulla,Pineapple,75.5,3.8
2023-06-27,Pettah,TJC mango,108.9,8.8
2023-06-27,Pettah,Banana,58.56,26.2
2023-06-27,Pettah,Pineapple,83.77,4.0
2023-06-27,Meegoda,TJC mango,141.08,5.3
2023-06-27,Meegoda,Banana,65.02,14.7
2023-06-27,Meegoda,Pineapple,80.1,2.0
2023-06-27,Narahenpita,TJC mango,133.36,6.9
2023-06-27,Narahenpita,Banana,53.59,24.8
2023-06-27,Narahenpita,Pineapple,93.91,3.7
2023-06-27,Embilipitiya,TJC mango,137.08,5.9
2023-06-27,Embilipitiya,Banana,57.21,19.3
2023-06-27,Embilipitiya,Pineapple,67.14,3.2
2023-06-28,Dambulla,TJC mango,111.6,8.1
2023-06-28,Dambulla,Banana,63.64,23.5
2023-06-28,Dambulla,Pineapple,73.43,6.1
2023-06-28,Pettah,TJC mango,139.0,7.1
2023-06-28,Pettah,Banana,45.77,26.5
2023-06-28,Pettah,Pineapple,91.42,2.8
2023-06-28,Meegoda,TJC mango,124.82,9.3
2023-06-28,Meegoda,Banana,62.31,11.4
2023-06-28,Meegoda,Pineapple,79.5,4.7
2023-06-28,Narahenpita,TJC mango,103.24,9.1
2023-06-28,Narahenpita,Banana,54.05,14.9
2023-06-28,Narahenpita,Pineapple,87.79,3.4
2023-06-28,Embilipitiya,TJC mango,117.83,8.7
2023-06-28,Embilipitiya,Banana,61.57,17.4
2023-06-28,Embilipitiya,Pineapple,89.03,5.3
2023-06-29,Dambulla,TJC mango,130.7,10.1
2023-06-29,Dambulla,Banana,51.57,25.1
2023-06-29,Dambulla,Pineapple,98.61,3.8
2023-06-29,Pettah,TJC mango,111.22,9.9
2023-06-29,Pettah,Banana,60.95,24.7
2023-06-29,Pettah,Pineapple,97.43,3.8
2023-06-29,Meegoda,TJC mango,117.7,9.0
2023-06-29,Meegoda,Banana,62.4,12.3
2023-06-29,Meegoda,Pineapple,86.48,3.6
2023-06-29,Narahenpita,TJC mango,131.9,4.5
2023-06-29,Narahenpita,Banana,58.32,20.1
2023-06-29,Narahenpita,Pineapple,84.17,1.5
2023-06-29,Embilipitiya,TJC mango,113.85,7.7
2023-06-29,Embilipitiya,Banana,55.76,13.0
2023-06-29,Embilipitiya,Pineapple,62.25,4.2
2023-06-30,Dambulla,TJC mango,107.65,5.6
2023-06-30,Dambulla,Banana,56.48,10.6
2023-06-30,Dambulla,Pineapple,82.0,5.2
2023-06-30,Pettah,TJC mango,134.88,8.2
2023-06-30,Pettah,Banana,62.71,19.5
2023-06-30,Pettah,Pineapple,91.41,2.5
2023-06-30,Meegoda,TJC mango,132.16,8.1
2023-06-30,Meegoda,Banana,67.24,20.9
2023-06-30,Meegoda,Pineapple,67.38,4.9
2023-06-30,Narahenpita,TJC mango,114.94,6.3
2023-06-30,Narahenpita,Banana,62.14,14.1
2023-06-30,Narahenpita,Pineapple,101.82,3.7
2023-06-30,Embilipitiya,TJC mango,112.32,8.2
2023-06-30,Embilipitiya,Banana,66.84,12.1
2023-06-30,Embilipitiya,Pineapple,76.45,4.9
2023-07-01,Dambulla,TJC mango,119.79,8.4
2023-07-01,Dambulla,Banana,60.64,13.1
2023-07-01,Dambulla,Pineapple,94.8,3.0
2023-07-01,Pettah,TJC mango,114.36,12.0
2023-07-01,Pettah,Banana,54.98,14.0
2023-07-01,Pettah,Pineapple,95.66,4.2
2023-07-01,Meegoda,TJC mango,136.17,11.2
2023-07-01,Meegoda,Banana,48.55,17.1
2023-07-01,Meegoda,Pineapple,70.98,3.5
2023-07-01,Narahenpita,TJC mango,139.3,9.5
2023-07-01,Narahenpita,Banana,73.89,18.6
2023-07-01,Narahenpita,Pineapple,91.7,4.1
2023-07-01,Embilipitiya,TJC mango,98.5,8.2
2023-07-01,Embilipitiya,Banana,58.24,13.4
2023-07-01,Embilipitiya,Pineapple,81.94,1.6
2023-07-02,Dambulla,TJC mango,128.98,6.4
2023-07-02,Dambulla,Banana,56.85,20.8
2023-07-02,Dambulla,Pineapple,77.52,4.1
2023-07-02,Pettah,TJC mango,109.09,10.3
2023-07-02,Pettah,Banana,51.67,14.8
2023-07-02,Pettah,Pineapple,87.87,5.5
2023-07-02,Meegoda,TJC mango,117.79,7.3
2023-07-02,Meegoda,Banana,64.22,16.4
2023-07-02,Meegoda,Pineapple,74.52,4.4
2023-07-02,Narahenpita,TJC mango,97.18,10.3
2023-07-02,Narahenpita,Banana,52.52,10.9
2023-07-02,Narahenpita,Pineapple,64.14,3.2
2023-07-02,Embilipitiya,TJC mango,129.7,10.0
2023-07-02,Embilipitiya,Banana,46.82,17.8
2023-07-02,Embilipitiya,Pineapple,78.7,3.7
2023-07-03,Dambulla,TJC mango,117.07,8.4
2023-07-03,Dambulla,Banana,66.84,29.2
2023-07-03,Dambulla,Pineapple,66.91,5.4
2023-07-03,Pettah,TJC mango,128.01,8.4
2023-07-03,Pettah,Banana,62.21,12.1
2023-07-03,Pettah,Pineapple,74.63,3.3
2023-07-03,Meegoda,TJC mango,127.17,4.8
2023-07-03,Meegoda,Banana,58.05,18.1
2023-07-03,Meegoda,Pineapple,73.63,4.0
2023-07-03,Narahenpita,TJC mango,134.81,6.3
2023-07-03,Narahenpita,Banana,62.24,22.5
2023-07-03,Narahenpita,Pineapple,63.89,3.0
2023-07-03,Embilipitiya,TJC mango,105.66,8.1
2023-07-03,Embilipitiya,Banana,64.91,16.3
2023-07-03,Embilipitiya,Pineapple,86.45,3.7
2023-07-04,Dambulla,TJC mango,125.03,7.3
2023-07-04,Dambulla,Banana,73.63,10.8
2023-07-04,Dambulla,Pineapple,81.69,3.6
2023-07-04,Pettah,TJC mango,96.94,5.8
2023-07-04,Pettah,Banana,65.97,10.7
2023-07-04,Pettah,Pineapple,75.94,5.5
2023-07-04,Meegoda,TJC mango,118.69,10.7
2023-07-04,Meegoda,Banana,58.47,23.9
2023-07-04,Meegoda,Pineapple,81.69,4.2
2023-07-04,Narahenpita,TJC mango,108.8,8.8
2023-07-04,Narahenpita,Banana,,
2023-07-04,Narahenpita,Pineapple,76.65,2.8
2023-07-04,Embilipitiya,TJC mango,84.22,8.4
2023-07-04,Embilipitiya,Banana,53.32,15.1
2023-07-04,Embilipitiya,Pineapple,80.05,4.1
2023-07-05,Dambulla,TJC mango,79.82,6.2
2023-07-05,Dambulla,Banana,60.22,22.7
2023-07-05,Dambulla,Pineapple,85.41,2.8
2023-07-05,Pettah,TJC mango,110.89,5.4
2023-07-05,Pettah,Banana,62.67,11.0
2023-07-05,Pettah,Pineapple,56.14,4.5
2023-07-05,Meegoda,TJC mango,128.72,4.4
2023-07-05,Meegoda,Banana,48.65,10.5
2023-07-05,Meegoda,Pineapple,69.44,5.1
2023-07-05,Narahenpita,TJC mango,130.7,9.4
2023-07-05,Narahenpita,Banana,61.39,20.7
2023-07-05,Narahenpita,Pineapple,85.63,3.3
2023-07-05,Embilipitiya,TJC mango,123.88,8.3
2023-07-05,Embilipitiya,Banana,65.08,23.3
2023-07-05,Embilipitiya,Pineapple,81.46,1.5
2023-07-06,Dambulla,TJC mango,99.95,4.9
2023-07-06,Dambulla,Banana,57.69,4.1
2023-07-06,Dambulla,Pineapple,88.13,3.1
2023-07-06,Pettah,TJC mango,97.29,7.7
2023-07-06,Pettah,Banana,75.59,17.1
2023-07-06,Pettah,Pineapple,87.36,3.6
2023-07-06,Meegoda,TJC mango,126.08,9.1
2023-07-06,Meegoda,Banana,61.64,13.6
2023-07-06,Meegoda,Pineapple,77.96,3.4
2023-07-06,Narahenpita,TJC mango,,
2023-07-06,Narahenpita,Banana,66.77,23.9
2023-07-06,Narahenpita,Pineapple,68.18,3.1
2023-07-06,Embilipitiya,TJC mango,125.63,6.1
2023-07-06,Embilipitiya,Banana,47.31,16.3
2023-07-06,Embilipitiya,Pineapple,93.99,2.6
2023-07-07,Dambulla,TJC mango,100.1,6.2
2023-07-07,Dambulla,Banana,51.99,17.3
2023-07-07,Dambulla,Pineapple,79.94,2.7
2023-07-07,Pettah,TJC mango,135.11,6.2
2023-07-07,Pettah,Banana,58.61,16.0
2023-07-07,Pettah,Pineapple,62.72,4.1
2023-07-07,Meegoda,TJC mango,103.2,9.4
2023-07-07,Meegoda,Banana,56.63,24.7
2023-07-07,Meegoda,Pineapple,86.93,4.4
2023-07-07,Narahenpita,TJC mango,122.82,7.5
2023-07-07,Narahenpita,Banana,39.13,20.2
2023-07-07,Narahenpita,Pineapple,87.19,4.4
2023-07-07,Embilipitiya,TJC mango,102.2,9.7
2023-07-07,Embilipitiya,Banana,61.17,21.6
2023-07-07,Embilipitiya,Pineapple,67.12,4.4
2023-07-08,Dambulla,TJC mango,120.58,6.6
2023-07-08,Dambulla,Banana,66.31,15.2
2023-07-08,Dambulla,Pineapple,77.84,2.2
2023-07-08,Pettah,TJC mango,132.34,5.8
2023-07-08,Pettah,Banana,47.72,18.9
2023-07-08,Pettah,Pineapple,,
2023-07-08,Meegoda,TJC mango,125.7,10.0
2023-07-08,Meegoda,Banana,67.12,21.1
2023-07-08,Meegoda,Pineapple,74.36,2.9
2023-07-08,Narahenpita,TJC mango,115.04,6.9
2023-07-08,Narahenpita,Banana,58.37,15.3
2023-07-08,Narahenpita,Pineapple,75.34,5.6
2023-07-08,Embilipitiya,TJC mango,139.03,8.8
2023-07-08,Embilipitiya,Banana,70.3,32.6
2023-07-08,Embilipitiya,Pineapple,79.48,4.2
2023-07-09,Dambulla,TJC mango,114.09,8.4
2023-07-09,Dambulla,Banana,49.92,21.6
2023-07-09,Dambulla,Pineapple,64.93,4.5
2023-07-09,Pettah,TJC mango,131.27,10.7
2023-07-09,Pettah,Banana,67.21,17.5
2023-07-09,Pettah,Pineapple,80.86,4.9
2023-07-09,Meegoda,TJC mango,107.12,8.1
2023-07-09,Meegoda,Banana,63.2,5.7
2023-07-09,Meegoda,Pineapple,85.71,4.2
2023-07-09,Narahenpita,TJC mango,116.06,6.4
2023-07-09,Narahenpita,Banana,58.82,19.7
2023-07-09,Narahenpita,Pineapple,78.71,3.8
2023-07-09,Embilipitiya,TJC mango,105.26,7.1
2023-07-09,Embilipitiya,Banana,61.31,21.1
2023-07-09,Embilipitiya,Pineapple,68.09,3.1
2023-07-10,Dambulla,TJC mango,120.66,8.3
2023-07-10,Dambulla,Banana,55.58,16.8
2023-07-10,Dambulla,Pineapple,71.07,4.4
2023-07-10,Pettah,TJC mango,,
2023-07-10,Pettah,Banana,45.2,21.5
2023-07-10,Pettah,Pineapple,87.96,4.1
2023-07-10,Meegoda,TJC mango,120.28,12.1
2023-07-10,Meegoda,Banana,57.52,15.1
2023-07-10,Meegoda,Pineapple,84.42,4.9
2023-07-10,Narahenpita,TJC mango,121.43,4.5
2023-07-10,Narahenpita,Banana,58.3,10.7
2023-07-10,Narahenpita,Pineapple,82.56,4.8
2023-07-10,Embilipitiya,TJC mango,144.34,11.0
2023-07-10,Embilipitiya,Banana,53.93,24.1
2023-07-10,Embilipitiya,Pineapple,76.68,3.3
2023-07-11,Dambulla,TJC mango,121.96,8.7
2023-07-11,Dambulla,Banana,60.75,10.4
2023-07-11,Dambulla,Pineapple,80.33,4.6
2023-07-11,Pettah,TJC mango,130.22,7.3
2023-07-11,Pettah,Banana,45.13,21.2
2023-07-11,Pettah,Pineapple,64.8,3.1
2023-07-11,Meegoda,TJC mango,104.47,11.2
2023-07-11,Meegoda,Banana,72.81,12.8
2023-07-11,Meegoda,Pineapple,84.75,5.5
2023-07-11,Narahenpita,TJC mango,118.62,7.9
2023-07-11,Narahenpita,Banana,69.15,20.8
2023-07-11,Narahenpita,Pineapple,77.06,4.9
2023-07-11,Embilipitiya,TJC mango,116.04,7.7
2023-07-11,Embilipitiya,Banana,57.81,16.8
2023-07-11,Embilipitiya,Pineapple,75.01,3.5
2023-07-12,Dambulla,TJC mango,89.77,10.1
2023-07-12,Dambulla,Banana,65.77,15.9
2023-07-12,Dambulla,Pineapple,74.18,2.6
2023-07-12,Pettah,TJC mango,123.72,8.6
2023-07-12,Pettah,Banana,68.39,18.0
2023-07-12,Pettah,Pineapple,101.63,4.6
2023-07-12,Meegoda,TJC mango,103.24,10.9
2023-07-12,Meegoda,Banana,57.75,17.5
2023-07-12,Meegoda,Pineapple,77.49,3.4
2023-07-12,Narahenpita,TJC mango,114.91,7.5
2023-07-12,Narahenpita,Banana,62.62,15.7
2023-07-12,Narahenpita,Pineapple,68.73,3.2
2023-07-12,Embilipitiya,TJC mango,122.37,8.5
2023-07-12,Embilipitiya,Banana,48.44,19.1
2023-07-12,Embilipitiya,Pineapple,81.61,2.3
2023-07-13,Dambulla,TJC mango,91.96,7.8
2023-07-13,Dambulla,Banana,52.26,20.6
2023-07-13,Dambulla,Pineapple,91.07,3.4
2023-07-13,Pettah,TJC mango,115.97,8.6
2023-07-13,Pettah,Banana,61.92,27.3
2023-07-13,Pettah,Pineapple,64.39,4.6
2023-07-13,Meegoda,TJC mango,108.95,6.2
2023-07-13,Meegoda,Banana,,
2023-07-13,Meegoda,Pineapple,91.44,3.8
2023-07-13,Narahenpita,TJC mango,125.5,12.1
2023-07-13,Narahenpita,Banana,49.23,25.8
2023-07-13,Narahenpita,Pineapple,87.14,3.8
2023-07-13,Embilipitiya,TJC mango,136.15,7.5
2023-07-13,Embilipitiya,Banana,49.48,18.8
2023-07-13,Embilipitiya,Pineapple,91.39,3.9
2023-07-14,Dambulla,TJC mango,124.07,5.0
2023-07-14,Dambulla,Banana,56.28,23.9
2023-07-14,Dambulla,Pineapple,86.45,3.7
2023-07-14,Pettah,TJC mango,,
2023-07-14,Pettah,Banana,62.99,21.4
2023-07-14,Pettah,Pineapple,96.8,4.2
2023-07-14,Meegoda,TJC mango,112.63,5.6
2023-07-14,Meegoda,Banana,74.09,13.6
2023-07-14,Meegoda,Pineapple,78.41,3.4
2023-07-14,Narahenpita,TJC mango,106.24,6.6
2023-07-14,Narahenpita,Banana,49.23,16.9
2023-07-14,Narahenpita,Pineapple,90.29,4.7
2023-07-14,Embilipitiya,TJC mango,127.92,6.1
2023-07-14,Embilipitiya,Banana,42.49,21.1
2023-07-14,Embilipitiya,Pineapple,78.11,5.0
2023-07-15,Dambulla,TJC mango,116.36,6.5
2023-07-15,Dambulla,Banana,70.11,17.8
2023-07-15,Dambulla,Pineapple,70.45,3.7
2023-07-15,Pettah,TJC mango,133.98,10.3
2023-07-15,Pettah,Banana,57.19,21.9
2023-07-15,Pettah,Pineapple,,
2023-07-15,Meegoda,TJC mango,108.32,6.6
2023-07-15,Meegoda,Banana,50.84,29.5
2023-07-15,Meegoda,Pineapple,80.53,4.2
2023-07-15,Narahenpita,TJC mango,144.68,7.2
2023-07-15,Narahenpita,Banana,66.82,17.8
2023-07-15,Narahenpita,Pineapple,49.3,3.4
2023-07-15,Embilipitiya,TJC mango,121.81,6.7
2023-07-15,Embilipitiya,Banana,78.6,17.8
2023-07-15,Embilipitiya,Pineapple,77.72,3.5
2023-07-16,Dambulla,TJC mango,112.5,9.3
2023-07-16,Dambulla,Banana,66.72,17.1
2023-07-16,Dambulla,Pineapple,73.49,3.6
2023-07-16,Pettah,TJC mango,130.18,6.9
2023-07-16,Pettah,Banana,60.43,18.7
2023-07-16,Pettah,Pineapple,101.14,3.9
2023-07-16,Meegoda,TJC mango,110.0,10.4
2023-07-16,Meegoda,Banana,65.92,13.3
2023-07-16,Meegoda,Pineapple,83.72,4.2
2023-07-16,Narahenpita,TJC mango,82.25,9.4
2023-07-16,Narahenpita,Banana,52.5,13.0
2023-07-16,Narahenpita,Pineapple,69.23,2.5
2023-07-16,Embilipitiya,TJC mango,125.04,5.0
2023-07-16,Embilipitiya,Banana,,
2023-07-16,Embilipitiya,Pineapple,73.38,4.3
2023-07-17,Dambulla,TJC mango,108.56,9.5
2023-07-17,Dambulla,Banana,43.82,26.1
2023-07-17,Dambulla,Pineapple,81.27,3.4
2023-07-17,Pettah,TJC mango,115.44,10.8
2023-07-17,Pettah,Banana,62.79,20.9
2023-07-17,Pettah,Pineapple,79.27,3.0
2023-07-17,Meegoda,TJC mango,88.89,8.2
2023-07-17,Meegoda,Banana,70.69,15.1
2023-07-17,Meegoda,Pineapple,74.84,4.0
2023-07-17,Narahenpita,TJC mango,113.58,8.4
2023-07-17,Narahenpita,Banana,75.91,18.7
2023-07-17,Narahenpita,Pineapple,90.26,4.7
2023-07-17,Embilipitiya,TJC mango,120.68,10.2
2023-07-17,Embilipitiya,Banana,61.11,24.3
2023-07-17,Embilipitiya,Pineapple,85.03,4.2
2023-07-18,Dambulla,TJC mango,112.49,11.0
2023-07-18,Dambulla,Banana,57.92,12.0
2023-07-18,Dambulla,Pineapple,77.87,2.8
2023-07-18,Pettah,TJC mango,120.42,7.6
2023-07-18,Pettah,Banana,66.69,15.9
2023-07-18,Pettah,Pineapple,63.03,2.9
2023-07-18,Meegoda,TJC mango,103.42,10.0
2023-07-18,Meegoda,Banana,68.72,10.6
2023-07-18,Meegoda,Pineapple,69.92,4.1
2023-07-18,Narahenpita,TJC mango,134.74,9.2
2023-07-18,Narahenpita,Banana,64.54,11.4
2023-07-18,Narahenpita,Pineapple,86.29,4.9
2023-07-18,Embilipitiya,TJC mango,118.72,7.4
2023-07-18,Embilipitiya,Banana,61.39,16.7
2023-07-18,Embilipitiya,Pineapple,82.93,5.0
2023-07-19,Dambulla,TJC mango,91.55,3.3
2023-07-19,Dambulla,Banana,54.32,7.8
2023-07-19,Dambulla,Pineapple,80.21,3.3
2023-07-19,Pettah,TJC mango,113.93,11.4
2023-07-19,Pettah,Banana,62.3,21.2
2023-07-19,Pettah,Pineapple,81.32,6.0
2023-07-19,Meegoda,TJC mango,105.3,8.3
2023-07-19,Meegoda,Banana,63.52,17.3
2023-07-19,Meegoda,Pineapple,77.18,4.3
2023-07-19,Narahenpita,TJC mango,116.5,6.5
2023-07-19,Narahenpita,Banana,58.59,19.5
2023-07-19,Narahenpita,Pineapple,89.02,4.1
2023-07-19,Embilipitiya,TJC mango,126.09,10.3
2023-07-19,Embilipitiya,Banana,67.66,19.1
2023-07-19,Embilipitiya,Pineapple,69.54,4.4
2023-07-20,Dambulla,TJC mango,111.91,7.1
2023-07-20,Dambulla,Banana,56.78,15.9
2023-07-20,Dambulla,Pineapple,69.26,4.7
2023-07-20,Pettah,TJC mango,115.97,6.7
2023-07-20,Pettah,Banana,61.19,18.4
2023-07-20,Pettah,Pineapple,93.36,2.9
2023-07-20,Meegoda,TJC mango,120.88,9.2
2023-07-20,Meegoda,Banana,62.92,20.0
2023-07-20,Meegoda,Pineapple,73.51,2.7
2023-07-20,Narahenpita,TJC mango,126.16,8.9
2023-07-20,Narahenpita,Banana,61.63,17.3
2023-07-20,Narahenpita,Pineapple,80.08,6.8
2023-07-20,Embilipitiya,TJC mango,127.63,10.7
2023-07-20,Embilipitiya,Banana,58.97,16.9
2023-07-20,Embilipitiya,Pineapple,83.62,4.7
2023-07-21,Dambulla,TJC mango,101.26,9.0
2023-07-21,Dambulla,Banana,48.81,22.9
2023-07-21,Dambulla,Pineapple,87.55,6.2
2023-07-21,Pettah,TJC mango,116.09,6.5
2023-07-21,Pettah,Banana,52.94,18.3
2023-07-21,Pettah,Pineapple,65.72,3.9
2023-07-21,Meegoda,TJC mango,106.02,7.8
2023-07-21,Meegoda,Banana,63.88,19.7
2023-07-21,Meegoda,Pineapple,81.16,4.6
2023-07-21,Narahenpita,TJC mango,113.1,6.2
2023-07-21,Narahenpita,Banana,75.1,23.7
2023-07-21,Narahenpita,Pineapple,75.89,5.4
2023-07-21,Embilipitiya,TJC mango,121.01,7.1
2023-07-21,Embilipitiya,Banana,,
2023-07-21,Embilipitiya,Pineapple,76.25,4.3
2023-07-22,Dambulla,TJC mango,126.46,5.9
2023-07-22,Dambulla,Banana,59.44,7.3
2023-07-22,Dambulla,Pineapple,73.8,1.9
2023-07-22,Pettah,TJC mango,116.65,10.7
2023-07-22,Pettah,Banana,64.73,22.7
2023-07-22,Pettah,Pineapple,73.16,4.4
2023-07-22,Meegoda,TJC mango,119.49,6.2
2023-07-22,Meegoda,Banana,55.51,19.1
2023-07-22,Meegoda,Pineapple,81.74,4.1
2023-07-22,Narahenpita,TJC mango,100.22,7.0
2023-07-22,Narahenpita,Banana,66.83,9.8
2023-07-22,Narahenpita,Pineapple,56.26,3.8
2023-07-22,Embilipitiya,TJC mango,151.33,6.2
2023-07-22,Embilipitiya,Banana,52.28,20.9
2023-07-22,Embilipitiya,Pineapple,65.78,3.4
2023-07-23,Dambulla,TJC mango,117.36,9.5
2023-07-23,Dambulla,Banana,58.27,21.2
2023-07-23,Dambulla,Pineapple,77.36,2.9
2023-07-23,Pettah,TJC mango,103.17,9.2
2023-07-23,Pettah,Banana,61.21,18.5
2023-07-23,Pettah,Pineapple,73.86,3.3
2023-07-23,Meegoda,TJC mango,93.96,7.1
2023-07-23,Meegoda,Banana,61.4,9.9
2023-07-23,Meegoda,Pineapple,74.58,5.8
2023-07-23,Narahenpita,TJC mango,115.95,8.2
2023-07-23,Narahenpita,Banana,63.54,21.8
2023-07-23,Narahenpita,Pineapple,,
2023-07-23,Embilipitiya,TJC mango,164.61,9.5
2023-07-23,Embilipitiya,Banana,36.86,21.4
2023-07-23,Embilipitiya,Pineapple,82.69,4.2
2023-07-24,Dambulla,TJC mango,123.42,9.5
2023-07-24,Dambulla,Banana,61.12,15.2
2023-07-24,Dambulla,Pineapple,85.87,3.8
2023-07-24,Pettah,TJC mango,117.09,11.5
2023-07-24,Pettah,Banana,56.94,28.3
2023-07-24,Pettah,Pineapple,92.36,2.5
2023-07-24,Meegoda,TJC mango,106.79,6.4
2023-07-24,Meegoda,Banana,66.12,24.9
2023-07-24,Meegoda,Pineapple,79.92,4.6
2023-07-24,Narahenpita,TJC mango,98.46,11.1
2023-07-24,Narahenpita,Banana,54.56,24.0
2023-07-24,Narahenpita,Pineapple,70.15,3.6
2023-07-24,Embilipitiya,TJC mango,121.45,7.3
2023-07-24,Embilipitiya,Banana,55.66,15.8
2023-07-24,Embilipitiya,Pineapple,75.59,5.3
2023-07-25,Dambulla,TJC mango,99.47,11.3
2023-07-25,Dambulla,Banana,70.92,28.0
2023-07-25,Dambulla,Pineapple,90.26,2.7
2023-07-25,Pettah,TJC mango,129.64,8.0
2023-07-25,Pettah,Banana,67.44,16.8
2023-07-25,Pettah,Pineapple,81.71,5.2
2023-07-25,Meegoda,TJC mango,150.33,7.3
2023-07-25,Meegoda,Banana,56.51,17.8
2023-07-25,Meegoda,Pineapple,77.56,4.3
2023-07-25,Narahenpita,TJC mango,112.71,7.6
2023-07-25,Narahenpita,Banana,64.1,17.8
2023-07-25,Narahenpita,Pineapple,80.51,3.4
2023-07-25,Embilipitiya,TJC mango,133.43,7.5
2023-07-25,Embilipitiya,Banana,70.07,10.9
2023-07-25,Embilipitiya,Pineapple,84.31,4.0
2023-07-26,Dambulla,TJC mango,131.0,9.6
2023-07-26,Dambulla,Banana,57.67,22.5
2023-07-26,Dambulla,Pineapple,64.5,5.1
2023-07-26,Pettah,TJC mango,143.0,8.4
2023-07-26,Pettah,Banana,59.26,13.7
2023-07-26,Pettah,Pineapple,79.99,4.6
2023-07-26,Meegoda,TJC mango,149.07,8.2
2023-07-26,Meegoda,Banana,58.36,18.3
2023-07-26,Meegoda,Pineapple,79.76,3.0
2023-07-26,Narahenpita,TJC mango,123.46,8.4
2023-07-26,Narahenpita,Banana,65.34,17.3
2023-07-26,Narahenpita,Pineapple,80.57,2.1
2023-07-26,Embilipitiya,TJC mango,130.84,9.3
2023-07-26,Embilipitiya,Banana,72.14,4.8
2023-07-26,Embilipitiya,Pineapple,79.81,2.4
2023-07-27,Dambulla,TJC mango,102.5,11.9
2023-07-27,Dambulla,Banana,53.05,15.7
